airline,source,destination,total_stops,additional_info,price,duration_in_min,journey_day,journey_month,dept_hour,dept_min,arrv_hour,arrv_min
Jet Airways,Delhi,Cochin,0,In-flight meal not included,7202,195,21,5,9,50,13,5
Multiple carriers,Delhi,Cochin,1,No Info,11098,505,9,6,10,35,19,0
Air India,Mumbai,Hyderabad,0,No Info,2575,75,27,3,19,30,20,45
Multiple carriers,Delhi,Cochin,1,No Info,6673,755,27,3,13,0,1,35
IndiGo,Banglore,Delhi,0,No Info,14306,170,1,3,18,55,21,45
Jet Airways,Delhi,Cochin,1,No Info,15554,395,18,5,21,50,4,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9314,1730,15,5,9,35,14,25
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,90,9,3,6,30,8,0
Jet Airways,Banglore,Delhi,1,In-flight meal not included,7832,1200,21,3,11,40,7,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,1430,21,5,8,25,8,15
Air India,Delhi,Cochin,0,No Info,6094,170,27,4,5,10,8,0
Jet Airways,Delhi,Cochin,2,No Info,13292,810,24,6,5,30,19,0
Multiple carriers,Delhi,Cochin,1,No Info,9718,660,27,5,10,0,21,0
Jet Airways,Banglore,Delhi,1,In-flight meal not included,7412,1365,21,3,8,55,7,40
Air India,Delhi,Cochin,2,No Info,10441,1275,6,6,22,0,19,15
IndiGo,Delhi,Cochin,1,No Info,14871,890,3,3,10,45,1,35
Jet Airways,Delhi,Cochin,1,No Info,15554,660,18,5,8,0,19,0
Jet Airways,Banglore,Delhi,1,No Info,36235,305,1,3,14,5,19,10
IndiGo,Mumbai,Hyderabad,0,No Info,3175,90,24,3,16,55,18,25
SpiceJet,Chennai,Kolkata,0,No Info,3597,140,24,5,17,45,20,5
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,90,27,6,13,15,14,45
Multiple carriers,Delhi,Cochin,1,No Info,12717,540,24,6,10,0,19,0
IndiGo,Delhi,Cochin,0,No Info,6015,195,3,6,14,25,17,40
Air Asia,Banglore,Delhi,0,No Info,5615,165,9,3,23,25,2,10
Multiple carriers,Delhi,Cochin,1,No Info,7845,395,27,3,19,0,1,35
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1525,9,6,21,10,22,35
Jet Airways,Banglore,Delhi,1,No Info,27210,460,15,3,21,25,5,5
IndiGo,Kolkata,Banglore,0,No Info,4174,150,6,4,14,25,16,55
Multiple carriers,Delhi,Cochin,1,No Info,6883,780,21,3,8,0,21,0
Multiple carriers,Delhi,Cochin,1,No Info,6883,720,21,3,9,0,21,0
Jet Airways,Kolkata,Banglore,1,No Info,8355,435,21,5,10,20,17,35
SpiceJet,Banglore,Delhi,0,No check-in baggage included,5469,170,24,3,20,30,23,20
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6478,165,27,6,6,0,8,45
Vistara,Banglore,Delhi,0,No Info,11913,160,3,3,19,40,22,20
IndiGo,Delhi,Cochin,1,No Info,7006,415,21,5,18,35,1,30
Jet Airways,Kolkata,Banglore,1,No Info,12681,365,1,4,16,30,22,35
Jet Airways,Delhi,Cochin,2,No Info,15129,1195,21,5,23,5,19,0
Multiple carriers,Delhi,Cochin,1,No Info,13587,420,15,6,14,0,21,0
Jet Airways,Delhi,Cochin,1,No Info,14714,1425,1,6,19,15,19,0
IndiGo,Banglore,Delhi,1,No Info,6220,290,3,3,7,30,12,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,330,6,6,7,5,12,35
Air India,Kolkata,Banglore,1,No Info,8576,545,12,5,9,25,18,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10031,1495,24,3,19,45,20,40
Jet Airways,Delhi,Cochin,2,No Info,12819,1430,24,6,19,10,19,0
GoAir,Delhi,Cochin,1,No Info,5052,370,15,4,7,25,13,35
Jet Airways,Banglore,Delhi,1,No Info,22270,1455,1,3,8,0,8,15
Vistara,Banglore,Delhi,0,No Info,5613,160,27,4,7,0,9,40
SpiceJet,Kolkata,Banglore,0,No Info,3873,145,1,4,9,0,11,25
IndiGo,Delhi,Cochin,0,No Info,6015,195,15,5,5,35,8,50
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,330,9,6,6,30,12,0
SpiceJet,Mumbai,Hyderabad,0,No Info,2227,90,12,5,13,15,14,45
Jet Airways,Banglore,Delhi,0,No Info,7229,180,1,4,19,50,22,50
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,810,6,6,5,30,19,0
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,655,21,5,17,30,4,25
Multiple carriers,Delhi,Cochin,1,No Info,12192,720,12,6,7,0,19,0
Jet Airways,Kolkata,Banglore,1,No Info,12121,840,9,5,9,35,23,35
Air India,Delhi,Cochin,2,No Info,16163,1490,27,5,6,50,7,40
Jet Airways,Banglore,Delhi,1,No Info,12284,760,18,3,5,45,18,25
IndiGo,Banglore,Delhi,0,No Info,5780,165,21,6,19,30,22,15
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,90,9,5,10,20,11,50
IndiGo,Delhi,Cochin,1,No Info,6496,295,9,6,5,10,10,5
Air India,Delhi,Cochin,2,No Info,12488,1855,12,6,12,20,19,15
IndiGo,Banglore,Delhi,0,No Info,4823,175,15,5,7,10,10,5
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2647,90,18,6,5,45,7,15
IndiGo,Banglore,Delhi,0,No Info,12649,170,3,3,13,0,15,50
Multiple carriers,Delhi,Cochin,1,No Info,8266,455,12,6,11,40,19,15
Vistara,Delhi,Cochin,0,No Info,6216,190,15,5,6,0,9,10
IndiGo,Banglore,Delhi,0,No Info,4423,165,1,4,1,30,4,15
Jet Airways,Banglore,Delhi,1,No Info,17996,1455,6,3,8,0,8,15
SpiceJet,Delhi,Cochin,1,No check-in baggage included,5726,270,15,4,8,45,13,15
Multiple carriers,Delhi,Cochin,1,No Info,15147,570,6,3,6,0,15,30
Jet Airways,Delhi,Cochin,1,No Info,15554,1325,18,5,20,55,19,0
Jet Airways,Delhi,Cochin,2,No Info,12819,1760,24,6,23,5,4,25
Multiple carriers,Delhi,Cochin,1,No Info,7198,450,27,6,18,0,1,30
IndiGo,Delhi,Cochin,1,No Info,5073,300,3,4,16,0,21,0
IndiGo,Banglore,Delhi,0,No Info,3943,180,27,6,21,15,0,15
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3205,85,27,3,7,10,8,35
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3257,160,12,5,5,55,8,35
IndiGo,Kolkata,Banglore,0,No Info,4804,155,3,6,22,15,0,50
IndiGo,Banglore,Delhi,1,No Info,10231,285,9,3,16,50,21,35
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12898,450,21,5,20,55,4,25
IndiGo,Mumbai,Hyderabad,0,No Info,2227,85,21,3,21,20,22,45
Air India,Kolkata,Banglore,2,No Info,9258,1390,1,4,12,0,11,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,1010,24,5,16,30,9,20
Jet Airways,Mumbai,Hyderabad,0,No Info,8040,85,21,5,7,5,8,30
GoAir,Banglore,Delhi,0,No Info,3419,165,6,6,20,55,23,40
Jet Airways,Banglore,Delhi,0,No Info,8016,180,1,6,7,10,10,10
Jet Airways,Banglore,Delhi,0,No Info,7229,180,6,4,17,45,20,45
GoAir,Delhi,Cochin,1,No Info,4959,540,6,6,10,35,19,35
Air India,Kolkata,Banglore,2,No Info,10151,1390,9,6,12,0,11,10
Air India,Delhi,Cochin,3,No Info,10703,2280,18,5,5,15,19,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,590,9,6,8,25,18,15
IndiGo,Delhi,Cochin,1,No Info,7205,370,6,3,16,10,22,20
Jet Airways,Banglore,Delhi,1,No Info,12284,570,18,3,8,55,18,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,13994,750,9,6,9,35,22,5
IndiGo,Delhi,Cochin,0,No Info,6015,195,15,4,14,25,17,40
IndiGo,Kolkata,Banglore,1,No Info,4226,255,3,4,6,15,10,30
Jet Airways,Delhi,Cochin,2,No Info,9483,1420,21,3,19,10,18,50
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5198,180,15,5,7,10,10,10
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10368,810,27,6,5,30,19,0
Vistara,Chennai,Kolkata,0,No Info,11982,140,3,6,17,45,20,5
Air India,Banglore,Delhi,1,No Info,8032,1510,15,3,11,50,13,0
Air India,Kolkata,Banglore,0,No Info,5510,150,15,5,14,15,16,45
IndiGo,Delhi,Cochin,1,No Info,8177,305,9,5,23,30,4,35
Air Asia,Delhi,Cochin,1,No Info,11410,340,1,6,16,45,22,25
GoAir,Delhi,Cochin,1,No Info,9385,350,21,3,7,0,12,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,540,6,6,10,0,19,0
SpiceJet,Kolkata,Banglore,0,No Info,3873,145,18,6,9,0,11,25
Multiple carriers,Delhi,Cochin,1,No Info,11999,430,21,3,11,40,18,50
Jet Airways,Delhi,Cochin,2,No Info,14300,1095,27,6,18,20,12,35
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2175,90,12,5,13,15,14,45
Air India,Delhi,Cochin,2,No Info,14431,1490,9,5,6,50,7,40
Jet Airways,Banglore,Delhi,0,No Info,7229,165,21,5,6,0,8,45
IndiGo,Kolkata,Banglore,1,No Info,3809,265,24,5,19,20,23,45
Multiple carriers,Delhi,Cochin,1,No Info,7354,705,24,6,7,30,19,15
Multiple carriers,Delhi,Cochin,1,No Info,12537,450,27,3,8,0,15,30
Air India,Delhi,Cochin,1,No Info,9719,375,27,5,13,0,19,15
Jet Airways,Mumbai,Hyderabad,0,No Info,8040,90,24,5,10,20,11,50
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,85,24,5,7,5,8,30
IndiGo,Banglore,Delhi,0,No Info,4591,170,6,4,23,30,2,20
Air India,Kolkata,Banglore,1,No Info,7662,1700,6,6,16,45,21,5
IndiGo,Chennai,Kolkata,0,No Info,3850,140,24,6,7,55,10,15
IndiGo,Delhi,Cochin,1,No Info,6442,835,3,6,8,35,22,30
IndiGo,Delhi,Cochin,1,No Info,11378,305,3,6,23,30,4,35
Multiple carriers,Delhi,Cochin,1,No Info,13377,630,27,6,15,0,1,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,740,21,5,8,25,20,45
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,4995,85,9,5,7,5,8,30
Air India,Delhi,Cochin,2,No Info,6057,970,27,3,17,15,9,25
Air India,Banglore,Delhi,0,No Info,5176,165,6,4,10,0,12,45
Jet Airways,Delhi,Cochin,2,No Info,13014,1125,9,6,9,40,4,25
IndiGo,Banglore,Delhi,1,No Info,7917,260,1,3,16,15,20,35
SpiceJet,Delhi,Cochin,1,No Info,5583,315,9,6,6,5,11,20
Jet Airways,Banglore,Delhi,0,No Info,7229,165,9,4,6,0,8,45
IndiGo,Delhi,Cochin,1,No Info,7191,570,18,5,16,0,1,30
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,3210,90,12,6,19,35,21,5
IndiGo,Delhi,Cochin,1,No Info,14871,635,6,3,15,0,1,35
Multiple carriers,Delhi,Cochin,1,No Info,8099,645,15,5,8,30,19,15
Air India,Kolkata,Banglore,1,No Info,8366,545,21,5,9,25,18,30
IndiGo,Chennai,Kolkata,0,No Info,6297,140,9,3,22,5,0,25
Multiple carriers,Delhi,Cochin,1,No Info,18286,480,3,3,13,0,21,0
Jet Airways,Delhi,Cochin,1,No Info,17024,1240,6,3,23,5,19,45
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,180,24,4,7,10,10,10
Multiple carriers,Delhi,Cochin,1,No Info,13941,825,9,3,6,0,19,45
Jet Airways,Banglore,Delhi,0,In-flight meal not included,3702,185,9,5,18,55,22,0
SpiceJet,Delhi,Cochin,1,No Info,5583,315,15,5,6,5,11,20
Air India,Mumbai,Hyderabad,1,No Info,10208,810,12,3,19,40,9,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,12384,505,6,5,9,35,18,0
Air India,Kolkata,Banglore,2,No Info,17049,1165,6,5,10,0,5,25
IndiGo,Delhi,Cochin,1,No Info,7006,810,24,5,7,30,21,0
Air India,Kolkata,Banglore,2,No Info,12723,875,12,6,5,50,20,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10577,1225,12,6,8,0,4,25
Jet Airways,Banglore,Delhi,1,No Info,16736,730,6,3,7,0,19,10
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,925,24,6,13,0,4,25
Multiple carriers,Delhi,Cochin,1,No Info,7155,470,24,6,11,25,19,15
Multiple carriers,Delhi,Cochin,1,No Info,15147,915,3,3,10,20,1,35
IndiGo,Banglore,Delhi,0,No Info,4823,175,12,6,7,10,10,5
Air India,Banglore,Delhi,1,No Info,8714,410,15,3,9,30,16,20
Jet Airways,Kolkata,Banglore,1,No Info,10953,1450,6,5,9,35,9,45
Air India,Kolkata,Banglore,1,No Info,10203,1435,12,6,20,30,20,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,1415,18,5,13,0,12,35
Jet Airways,Kolkata,Banglore,1,No Info,14151,840,12,5,9,35,23,35
Jet Airways,Kolkata,Banglore,1,No Info,12121,1730,24,5,9,35,14,25
Vistara,Delhi,Cochin,0,No Info,5586,190,9,4,6,0,9,10
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1655,18,5,8,25,12,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,450,21,5,21,10,4,40
SpiceJet,Delhi,Cochin,1,No Info,5409,295,6,6,17,55,22,50
Multiple carriers,Delhi,Cochin,2,No Info,7178,695,21,3,9,45,21,20
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,5797,910,24,6,10,20,1,30
Jet Airways,Kolkata,Banglore,1,No Info,13759,1435,24,3,19,45,19,40
Air India,Kolkata,Banglore,2,No Info,13873,1100,24,5,7,0,1,20
Jet Airways,Delhi,Cochin,1,No Info,16079,1325,21,5,20,55,19,0
SpiceJet,Mumbai,Hyderabad,0,No Info,2017,90,27,6,13,15,14,45
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,10844,1335,18,5,20,0,18,15
SpiceJet,Banglore,Delhi,0,No check-in baggage included,3573,175,24,4,21,10,0,5
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8066,1450,6,5,9,35,9,45
Jet Airways,Delhi,Cochin,1,In-flight meal not included,14053,1320,9,3,20,50,18,50
Jet Airways,Banglore,Delhi,1,No Info,12284,435,18,3,8,0,15,15
SpiceJet,Delhi,Cochin,1,No Info,5351,315,9,4,6,5,11,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,7064,1430,1,4,16,30,16,20
IndiGo,Delhi,Cochin,1,No Info,10394,320,3,3,2,5,7,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,865,15,5,18,55,9,20
Multiple carriers,Delhi,Cochin,1,No Info,13727,480,18,5,17,30,1,30
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,1040,12,6,19,15,12,35
IndiGo,Banglore,Delhi,0,No Info,4823,175,9,4,7,10,10,5
Air Asia,Banglore,Delhi,0,No Info,7074,170,3,3,5,50,8,40
Multiple carriers,Delhi,Cochin,1,No Info,17267,835,6,3,7,5,21,0
Multiple carriers,Delhi,Cochin,1,No Info,14067,630,21,5,15,0,1,30
IndiGo,Banglore,Delhi,0,No Info,4823,170,1,5,8,30,11,20
IndiGo,Banglore,Delhi,0,No Info,4823,170,27,4,20,0,22,50
Air Asia,Banglore,Delhi,0,No Info,4483,170,12,5,23,55,2,45
Air India,Kolkata,Banglore,2,No Info,14960,805,6,6,9,50,23,15
Air India,Banglore,Delhi,0,No Info,7171,165,1,6,17,0,19,45
Air India,Kolkata,Banglore,1,No Info,12173,745,24,3,20,30,8,55
Air India,Banglore,Delhi,1,No Info,11392,495,3,3,0,30,8,45
Air India,Kolkata,Banglore,2,No Info,16057,1665,15,5,10,0,13,45
Jet Airways,Kolkata,Banglore,1,No Info,14151,1075,9,6,17,0,10,55
Jet Airways,Banglore,Delhi,0,In-flight meal not included,4030,175,21,5,11,10,14,5
IndiGo,Kolkata,Banglore,1,No Info,4226,220,6,5,19,35,23,15
Air India,Delhi,Cochin,1,No Info,11050,915,9,3,4,0,19,15
Air India,Banglore,Delhi,0,No Info,6961,165,21,5,10,0,12,45
Jet Airways,Kolkata,Banglore,1,No Info,14231,725,24,3,21,10,9,15
Jet Airways,Delhi,Cochin,2,In-flight meal not included,10919,1320,27,6,14,35,12,35
Air India,Delhi,Cochin,2,No Info,10913,735,27,3,7,0,19,15
IndiGo,Chennai,Kolkata,0,No Info,5277,140,27,6,22,5,0,25
Multiple carriers,Delhi,Cochin,1,No Info,7485,640,21,5,10,20,21,0
Jet Airways,Kolkata,Banglore,1,No Info,14231,1405,24,3,16,55,16,20
GoAir,Delhi,Cochin,1,No Info,4201,370,6,4,7,25,13,35
Air India,Delhi,Cochin,0,No Info,7931,180,6,3,14,10,17,10
Multiple carriers,Delhi,Cochin,1,No Info,6513,455,15,5,14,55,22,30
Jet Airways,Delhi,Cochin,1,No Info,14714,1680,6,6,15,0,19,0
IndiGo,Kolkata,Banglore,1,No Info,6218,325,9,5,18,5,23,30
Air India,Delhi,Cochin,2,No Info,8603,435,27,6,12,0,19,15
IndiGo,Delhi,Cochin,1,No Info,7318,750,21,5,8,30,21,0
Multiple carriers,Delhi,Cochin,1,No Info,13504,540,15,6,10,0,19,0
Multiple carriers,Delhi,Cochin,1,No Info,9646,925,15,5,7,5,22,30
IndiGo,Kolkata,Banglore,0,No Info,5224,155,27,5,11,30,14,5
Jet Airways,Kolkata,Banglore,1,No Info,12692,505,12,6,9,35,18,0
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9689,435,6,6,10,20,17,35
Air India,Kolkata,Banglore,2,No Info,13033,920,9,5,10,0,1,20
Jet Airways,Kolkata,Banglore,1,No Info,13626,590,12,6,6,30,16,20
IndiGo,Mumbai,Hyderabad,0,No Info,2754,90,18,5,19,5,20,35
Jet Airways,Kolkata,Banglore,1,No Info,12121,1005,9,5,17,0,9,45
IndiGo,Banglore,Delhi,0,No Info,3419,165,24,4,1,30,4,15
Air India,Kolkata,Banglore,2,No Info,13033,920,21,5,10,0,1,20
IndiGo,Kolkata,Banglore,0,No Info,4174,155,6,4,4,40,7,15
Air Asia,Delhi,Cochin,1,No Info,6152,870,27,6,7,55,22,25
Air India,Delhi,Cochin,0,No Info,5201,170,27,6,5,10,8,0
Jet Airways,Banglore,Delhi,1,In-flight meal not included,9134,550,15,3,7,0,16,10
Air India,Kolkata,Banglore,2,No Info,13243,1100,18,5,7,0,1,20
Jet Airways,Delhi,Cochin,2,No Info,15129,1375,27,5,5,30,4,25
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2759,90,9,5,19,35,21,5
IndiGo,Banglore,Delhi,0,No Info,4423,165,15,5,6,5,8,50
Vistara,Kolkata,Banglore,1,No Info,9187,930,18,5,7,10,22,40
Multiple carriers,Delhi,Cochin,1,No Info,7740,920,18,5,7,10,22,30
Jet Airways,Banglore,Delhi,0,In-flight meal not included,6144,180,24,5,19,50,22,50
Multiple carriers,Delhi,Cochin,1,No Info,10877,460,9,6,4,55,12,35
IndiGo,Delhi,Cochin,1,No Info,6442,635,15,6,11,55,22,30
IndiGo,Delhi,Cochin,1,No Info,7048,645,27,3,4,45,15,30
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,5797,615,27,6,15,15,1,30
Air India,Banglore,Delhi,2,No Info,10573,1030,3,3,6,45,23,55
IndiGo,Delhi,Cochin,1,No Info,7503,750,15,5,8,30,21,0
IndiGo,Delhi,Cochin,1,No Info,6104,480,12,6,17,30,1,30
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,9663,665,9,5,21,10,8,15
Jet Airways,Banglore,Delhi,0,In-flight meal not included,5769,175,3,6,11,10,14,5
Air India,Mumbai,Hyderabad,0,No Info,3100,90,15,6,13,55,15,25
Jet Airways,Delhi,Cochin,1,In-flight meal not included,12373,655,18,5,17,30,4,25
SpiceJet,Kolkata,Banglore,0,No check-in baggage included,3815,150,15,3,9,0,11,30
Jet Airways,Delhi,Cochin,2,No Info,14300,1460,15,6,12,15,12,35
IndiGo,Banglore,Delhi,0,No Info,4823,175,1,6,7,10,10,5
IndiGo,Mumbai,Hyderabad,0,No Info,2754,90,18,6,19,5,20,35
Multiple carriers,Delhi,Cochin,1,No Info,9736,795,3,6,6,0,19,15
Jet Airways,Banglore,Delhi,1,In-flight meal not included,7280,280,21,3,9,45,14,25
Multiple carriers,Delhi,Cochin,1,No Info,7408,780,9,6,8,0,21,0
Jet Airways,Kolkata,Banglore,1,No Info,13044,960,12,6,20,0,12,0
Air India,Kolkata,Banglore,2,No Info,12723,1045,24,5,5,50,23,15
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,8586,730,6,5,16,30,4,40
IndiGo,Delhi,Cochin,1,No Info,6316,570,12,6,16,0,1,30
Jet Airways,Delhi,Cochin,1,No Info,15554,600,9,5,9,0,19,0
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,2385,80,15,3,13,10,14,30
Multiple carriers,Delhi,Cochin,1,No Info,13587,480,9,6,13,0,21,0
IndiGo,Delhi,Cochin,1,No Info,13790,355,3,3,2,35,8,30
Air India,Delhi,Cochin,2,No Info,10975,1420,15,5,9,45,9,25
Jet Airways,Kolkata,Banglore,1,No Info,14388,1495,21,5,8,25,9,20
Multiple carriers,Delhi,Cochin,1,No Info,7198,450,6,6,18,0,1,30
Jet Airways,Delhi,Cochin,2,In-flight meal not included,13029,1615,9,5,9,40,12,35
Multiple carriers,Delhi,Cochin,1,In-flight meal not included,12717,730,27,5,7,5,19,15
IndiGo,Delhi,Cochin,1,No Info,14871,400,3,3,6,40,13,20
Jet Airways,Kolkata,Banglore,2,In-flight meal not included,10118,860,6,6,6,30,20,50
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,335,6,6,22,50,4,25
Jet Airways,Mumbai,Hyderabad,0,In-flight meal not included,2071,90,24,3,2,55,4,25
Air India,Banglore,Delhi,0,No Info,5228,170,27,4,21,5,23,55
Jet Airways,Banglore,Delhi,1,In-flight meal not included,7832,1110,21,3,16,55,11,25
Multiple carriers,Delhi,Cochin,1,No Info,7005,560,6,6,11,40,21,0
Jet Airways,Delhi,Cochin,2,No Info,14237,1090,9,6,18,25,12,35
SpiceJet,Banglore,Delhi,0,No Info,3971,175,6,4,21,10,0,5
IndiGo,Banglore,Delhi,0,No Info,3943,170,21,6,22,10,1,0
IndiGo,Delhi,Cochin,1,No Info,8574,530,27,3,6,40,15,30
Air India,Delhi,Cochin,2,No Info,12646,800,15,6,5,55,19,15
Jet Airways,Delhi,Cochin,2,No Info,13082,1790,21,3,13,0,18,50
Jet Airways,Kolkata,Banglore,1,No Info,13941,1430,21,5,8,25,8,15
GoAir,Delhi,Cochin,1,No Info,5135,355,6,4,7,0,12,55
Air India,Kolkata,Banglore,1,No Info,11096,625,21,5,10,0,20,25
Jet Airways,Banglore,Delhi,1,No Info,13555,640,18,3,22,50,9,30
Vistara,Banglore,Delhi,0,No Info,5403,170,12,4,9,45,12,35
Jet Airways,Delhi,Cochin,2,In-flight meal not included,15812,440,24,6,11,40,19,0
Jet Airways,Kolkata,Banglore,1,No Info,14781,735,21,5,20,0,8,15
Air India,Delhi,Cochin,1,No Info,8907,570,6,6,13,30,23,0
Air India,Kolkata,Banglore,0,No Info,4145,155,3,5,20,45,23,20
Jet Airways,Kolkata,Banglore,1,No Info,14151,800,9,6,20,25,9,45
Multiple carriers,Delhi,Cochin,1,No Info,7845,570,27,3,6,0,15,30
Multiple carriers,Delhi,Cochin,1,No Info,8099,600,15,5,9,15,19,15
Multiple carriers,Delhi,Cochin,1,No Info,13377,630,27,5,15,0,1,30
Air India,Banglore,Delhi,2,No Info,12734,1710,12,3,6,50,11,20
Jet Airways,Delhi,Cochin,1,In-flight meal not included,10262,335,3,6,22,50,4,25
Jet Airways,Banglore,Delhi,0,No Info,7229,185,15,5,18,55,22,0
Vistara,Mumbai,Hyderabad,1,No Info,12395,1480,6,3,8,45,9,25
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,810,24,3,19,45,9,15
Jet Airways,Delhi,Cochin,1,In-flight meal not included,6540,350,21,3,13,0,18,50
Multiple carriers,Delhi,Cochin,1,No Info,7354,755,6,6,6,40,19,15
Air India,Delhi,Cochin,2,No Info,9548,1180,24,6,12,0,7,40
Vistara,Kolkata,Banglore,1,No Info,9187,1655,1,5,7,10,10,45
IndiGo,Delhi,Cochin,1,No Info,5054,275,9,5,7,35,12,10
Air India,Kolkata,Banglore,1,No Info,10413,625,9,6,10,0,20,25
IndiGo,Kolkata,Banglore,0,No Info,4804,160,27,5,21,25,0,5
IndiGo,Mumbai,Hyderabad,0,No Info,4049,90,15,6,6,25,7,55
Multiple carriers,Delhi,Cochin,1,No Info,6795,390,27,6,19,0,1,30
Air India,Kolkata,Banglore,0,No Info,4435,155,21,3,20,45,23,20
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,6224,730,12,6,16,30,4,40
IndiGo,Kolkata,Banglore,0,No Info,4804,155,12,6,20,20,22,55
IndiGo,Delhi,Cochin,1,No Info,6171,665,15,4,5,5,16,10
IndiGo,Delhi,Cochin,1,No Info,6093,575,3,6,11,25,21,0
IndiGo,Kolkata,Banglore,0,No Info,4174,155,12,4,17,15,19,50
IndiGo,Mumbai,Hyderabad,0,No Info,3342,90,6,5,2,35,4,5
Multiple carriers,Delhi,Cochin,1,No Info,13587,660,3,6,10,0,21,0
Jet Airways,Delhi,Cochin,1,No Info,16079,395,21,5,21,50,4,25
IndiGo,Delhi,Cochin,0,No Info,6015,195,18,4,5,35,8,50
Jet Airways,Kolkata,Banglore,1,No Info,13067,1570,24,5,17,0,19,10
Multiple carriers,Delhi,Cochin,1,No Info,9103,460,15,5,4,55,12,35
Jet Airways,Kolkata,Banglore,1,No Info,14151,1630,24,5,20,25,23,35
Jet Airways,Delhi,Cochin,2,No Info,11538,750,27,3,6,20,18,50
IndiGo,Delhi,Cochin,2,No Info,8146,765,9,3,8,35,21,20
Air India,Kolkata,Banglore,1,No Info,6117,580,6,5,19,0,4,40
Jet Airways,Delhi,Cochin,1,No Info,17024,1570,3,3,2,15,4,25
Jet Airways,Banglore,Delhi,1,1 Long layover,22270,1055,1,3,14,5,7,40
Jet Airways,Kolkata,Banglore,1,No Info,12692,1480,9,6,20,25,21,5
Vistara,Kolkata,Banglore,1,No Info,8610,790,12,6,7,10,20,20
Multiple carriers,Delhi,Cochin,1,No Info,6723,920,24,6,7,10,22,30
Vistara,Banglore,Delhi,0,No Info,4878,155,12,5,17,0,19,35
Jet Airways,Banglore,Delhi,1,No Info,16736,665,6,3,20,35,7,40
Jet Airways,Kolkata,Banglore,1,In-flight meal not included,11134,1160,24,3,13,55,9,15
IndiGo,Banglore,Delhi,0,No Info,3943,170,3,5,4,0,6,50
Multiple carriers,Delhi,Cochin,1,No Info,13587,720,12,6,9,0,21,0
Jet Airways,Delhi,Cochin,2,No Info,16914,1380,6,3,5,25,4,25
SpiceJet,Mumbai,Hyderabad,0,No check-in baggage included,1965,90,18,5,22,45,0,15
Multiple carriers,Delhi,Cochin,1,No Info,8073,480,9,5,13,0,21,0
IndiGo,Banglore,Delhi,0,No Info,3943,170,3,6,13,0,15,50
IndiGo,Kolkata,Banglore,1,No Info,5170,290,12,5,15,15,20,5
GoAir,Banglore,Delhi,0,No Info,3398,170,15,5,11,40,14,30
